"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core.models","test_statistics","TestVisitStatistics","","","test_create_visit_statistics","测试创建访问统计记录"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","17","tests.apps.user.views","test_auth","TestAuthViews","","","test_token_refresh_success","测试刷新令牌成功"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","9","tests.apps.post.views","test_tag","TestTagViews","","","test_list_tags_ordering","测试标签列表排序功能"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","3","tests.apps.user.views","test_user","TestUserViews","","","test_update_profile_invalid_data","测试更新个人信息失败 - 无效数据"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","13","tests.apps.post.views.post","test_post_list","TestPostListView","","","test_filter_posts_by_category","测试按分类筛选文章的功能"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","4","tests.apps.post.views","test_category","TestCategoryViews","","","test_quick_create_category","测试快速创建分类"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","1","tests.apps.user.models","test_user_model","TestUserModel","","","test_optional_fields","测试可选字段"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","2","tests.apps.post.models","test_tag","TagModelTest","","","test_tag_str_representation","测试标签的字符串表示方法"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","2","tests.apps.post.views.post","test_post_actions","TestPostActions","","","test_archive_post_unauthenticated","测试未登录用户无法归档文章"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","2","tests.apps.core","test_storage","","","","test_chinese_filename","测试中文文件名"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","10","tests.apps.post.tasks","test_tasks","AutoSaveCleanupTaskTests","","","test_cleanup_auto_save_versions","测试清理30天前的自动保存内容，保留最近30天的内容"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","19","tests.apps.post.search","test_search","TestSearchSuggestView","","","test_suggest_categories_and_tags","测试分类和标签的搜索建议功能"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","2","tests.apps.core.models","test_statistics","TestUserStatistics","","","test_create_user_statistics","测试创建用户统计记录"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","6","tests.apps.overview","test_overview_services","TestSystemService","","","test_get_content_stats","测试获取内容统计"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.backup","test_backup_services","TestBackupService","","","test_backup_media_files","测试备份媒体文件"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","3","tests.apps.post.views","test_tag","TestTagViews","","","test_create_tag_empty_name","测试创建标签时名称为空的情况"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","5","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_delete_other_user_comment","测试删除他人的评论"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","2","tests.apps.post.views","test_tag","TestTagViews","","","test_batch_create_tags_unauthenticated","测试未认证用户批量创建标签"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","5","tests.apps.user.serializers","test_user_serializers","TestUserRegisterSerializer","","","test_register_with_invalid_password","测试密码不符合要求的情况"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.serializers","test_user_serializers","TestUserProfileUpdateSerializer","","","test_update_profile","测试更新用户信息"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","3","tests.apps.core","test_storage","","","","test_file_content_nonexistent","测试获取不存在文件的内容"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","3","tests.apps.post.views","test_tag","TestTagViews","","","test_delete_nonexistent_tag","测试删除不存在的标签"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","2","tests.apps.user.views","test_auth","TestAuthViews","","","test_logout_without_token","测试未认证的登出"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","6","tests.apps.core","test_storage","","","","test_file_list","测试获取文件列表"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","6","tests.apps.post.views.post","test_post_actions","TestPostActions","","","test_archive_post","测试归档文章的功能"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","4","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_create_cross_post_reply","测试跨文章回复评论"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","6","tests.apps.post.models","test_post_model","TestPostModel","","","test_post_ordering","测试文章的默认排序功能"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","10","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_create_comment_with_parent","测试回复已有评论"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","2","tests.apps.post.views","test_tag","TestTagViews","","","test_update_tag_unauthenticated","测试未认证用户更新标签"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","9","tests.apps.post.views.post","test_post_crud","TestPostCRUD","","","test_retrieve_post","测试获取单篇文章的详细信息"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","7","tests.apps.plugin","test_views","TestPluginViews","","","test_disable_plugin","测试管理员禁用插件的功能"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","5","tests.apps.core","test_storage","","","","test_upload_document_files","测试上传各种文档类型"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","3","tests.apps.core","test_storage","","","","test_file_delete_nonexistent","测试删除不存在的文件"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","21","tests.apps.post.search","test_search","TestSearchSuggestView","","","test_suggest_posts","测试文章相关的搜索建议功能"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","26","tests.apps.post.search","test_search","TestSearchView","","","test_search_with_date_range","测试按日期范围搜索文章"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","33","tests.apps.post.views.comment","test_global_comment_api","TestGlobalCommentAPI","","","test_list_comments_pagination","测试评论列表分页功能"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_permissions","TestIsAdminUserOrReadOnly","","","test_safe_methods_allowed_for_anonymous","测试匿名用户可以访问安全方法(GET、HEAD、OPTIONS)"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","2","tests.apps.user.views","test_auth","TestAuthViews","","","test_token_refresh_missing_token","测试刷新令牌失败 - 缺少令牌"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","4","tests.apps.overview","test_overview_services","TestSystemService","","","test_get_storage_stats","测试获取存储统计"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.serializers","test_auth","TestAuthSerializer","","","测试密码修改序列化器 - 旧密码错误","测试密码修改序列化器 - 旧密码错误"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","11","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_anonymous_user_operations","测试未登录用户的评论操作"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","7","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_delete_comment","测试删除评论"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","3","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_create_comment_with_invalid_post","测试对不存在的文章创建评论"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","1","tests.apps.user.serializers","test_auth","TestAuthSerializer","","","测试登录响应序列化器 - 空数据","测试登录响应序列化器 - 空数据"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","25","tests.apps.post.search","test_search","TestSearchView","","","test_search_with_highlight","测试搜索结果的关键词高亮功能"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","2","tests.apps.post.models","test_tag","TagModelTest","","","test_tag_unique_name","测试标签名称的唯一性约束"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","3","tests.apps.post.models","test_post_model","TestPostModel","","","test_post_soft_delete","测试文章的软删除功能"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","40","tests.apps.post.search","test_search","TestSearchView","","","test_search_posts","测试基本的文章搜索功能"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","2","tests.apps.plugin","test_views","TestPluginViews","","","test_get_plugin_settings_forbidden","测试普通用户无法获取插件配置"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","4","tests.apps.post.models","test_category","CategoryModelTest","","","test_category_parent_child_relationship","测试分类的父子关系功能"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_permissions","TestIsAdminUserOrReadOnly","","","test_safe_methods_allowed_for_normal_user","测试普通用户可以访问安全方法(GET、HEAD、OPTIONS)"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","7","tests.apps.plugin","test_views","TestPluginViews","","","test_update_plugin_settings","测试管理员更新插件配置的功能"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_permissions","TestIsAdminUserOrReadOnly","","","test_unsafe_methods_denied_for_anonymous","测试匿名用户不能访问不安全方法(POST、PUT、PATCH、DELETE)"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","3","tests.apps.post.views.post","test_post_actions","TestPostActions","","","test_archive_other_user_post","测试用户无法归档其他用户的文章"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","3","tests.apps.core","test_storage","","","","test_file_list_pagination","测试文件列表分页"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","3","tests.apps.user.serializers","test_auth","TestAuthSerializer","","","测试密码修改序列化器 - 保存密码","测试密码修改序列化器 - 保存密码"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","2","tests.apps.post.views","test_category","TestCategoryViews","","","test_quick_create_category_empty_name","测试快速创建分类时名称为空"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","3","tests.apps.post.views.post","test_post_actions","TestPostActions","","","test_like_nonexistent_post","测试点赞不存在的文章时的错误处理"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","5","tests.apps.post.views","test_category","TestCategoryViews","","","test_delete_nonexistent_category","测试删除不存在的分类"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","0","tests.apps.user.serializers","test_auth","TestAuthSerializer","","","测试登出序列化器 - 无效数据","测试登出序列化器 - 无效数据"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.models","test_user_model","TestUserModel","","","test_email_unique","测试邮箱唯一性约束"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","2","tests.apps.user.views","test_auth","TestAuthViews","","","test_logout_without_refresh_token","测试没有提供刷新令牌的登出"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","1","tests.apps.user.models","test_user","TestUserModel","","","test_user_optional_fields","测试用户可选字段"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","9","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_list_comments","测试获取文章评论列表"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","3","tests.apps.post.views.post","test_post_trash","TestPostTrash","","","test_permanent_delete_nonexistent_post","测试永久删除不存在的文章"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","16","tests.apps.post.views.post","test_post_list","TestPostListView","","","test_filter_posts_by_tags","测试按标签筛选文章的功能"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.serializers","test_auth","TestAuthSerializer","","","测试密码修改序列化器 - 密码不匹配","测试密码修改序列化器 - 密码不匹配"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.models","test_user_model","TestUserModel","","","test_user_str_method","测试用户模型的字符串表示"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","5","tests.apps.post.views.post","test_post_crud","TestPostCRUD","","","test_delete_post","测试删除文章的功能"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","7","tests.apps.post.views","test_category","TestCategoryViews","","","test_search_categories","测试搜索分类"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","8","tests.apps.post.models","test_post","PostModelTest","","","test_post_tags","测试文章与标签的关联关系"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","1","tests.apps.user.serializers","test_auth","TestAuthSerializer","","","测试登出序列化器 - 有效数据","测试登出序列化器 - 有效数据"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","2","tests.apps.post.models","test_category","CategoryModelTest","","","test_category_str_representation","测试分类的字符串表示方法"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","4","tests.apps.user.views","test_user","TestUserViews","","","test_change_password_success","测试成功修改密码"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_response","TestAPIResponse","","","test_timestamp_format_old","测试时间戳格式是否可以被解析为有效的ISO格式"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","11","tests.apps.post.views.post","test_post_list","TestPostListView","","","test_search_posts","测试搜索文章的功能"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","8","tests.apps.post.search","test_search","TestSearchView","","","test_search_without_keyword","测试搜索时未提供关键词的情况"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","5","tests.apps.post.views.post","test_post_actions","TestPostActions","","","test_view_post_multiple_times","测试多次浏览文章时的浏览量计数"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","6","tests.apps.post.models","test_comment","CommentModelTest","","","test_comment_creation","测试评论创建时各个字段的基本属性"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","10","tests.apps.post.views","test_auto_save","PostAutoSaveTests","","","test_auto_save_unauthorized","测试未登录用户无法使用自动保存功能"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","3","tests.apps.plugin","test_views","TestPluginViews","","","test_get_plugin_settings","测试管理员获取插件配置的功能"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","70","tests.apps.user.serializers","test_user_serializers","TestUserProfileUpdateSerializer","","","test_update_avatar","测试更新头像"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","3","tests.apps.post.models","test_post_model","TestPostModel","","","test_post_publish","测试发布文章时的状态变更和发布时间处理"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","8","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_update_comment","测试更新评论内容"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","25","tests.apps.post.views","test_tag","TestTagViews","","","test_list_tags_with_pagination","测试标签列表分页功能"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","3","tests.apps.core","test_storage","","","","test_special_filename","测试特殊字符文件名"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","3","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_create_comment_with_empty_content","测试创建空内容的评论"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","3","tests.apps.post.models","test_tag","TagModelTest","","","test_tag_creation","测试标签创建时各个字段的基本属性"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","6","tests.apps.user.views","test_user","TestUserViews","","","test_user_register","测试用户注册"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","2","tests.apps.user.views","test_auth","TestAuthViews","","","test_token_refresh_invalid_token","测试刷新令牌失败 - 无效的令牌"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","2","tests.apps.core","test_storage","","","","test_file_rename_nonexistent","测试重命名不存在的文件"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","8","tests.apps.post.views","test_category","TestCategoryViews","","","test_delete_category_with_children","测试删除有子分类的分类"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","3","tests.apps.post.views.post","test_post_crud","TestPostCRUD","","","test_delete_nonexistent_post","测试删除不存在的文章时的错误处理"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.models","test_user_model","TestUserModel","","","test_username_unique","测试用户名唯一性约束"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","3","tests.apps.user.views","test_auth","TestAuthViews","","","test_change_password_success","测试修改密码成功"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","2","tests.apps.core","test_response","TestAPIResponse","","","test_error_response_with_validation_errors","测试带验证错误的错误响应格式和内容"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","10","tests.apps.post.views","test_category","TestCategoryViews","","","test_create_category_with_parent","测试创建子分类"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","3","tests.apps.plugin","test_views","TestPluginViews","","","test_disable_nonexistent_plugin","测试禁用不存在的插件时的错误处理"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","3","tests.apps.plugin","test_views","TestPluginViews","","","test_update_nonexistent_plugin_settings","测试更新不存在的插件配置时的错误处理"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.serializers","test_auth","TestAuthSerializer","","","测试密码修改序列化器 - 密码格式无效","测试密码修改序列化器 - 密码格式无效"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","25","tests.apps.post.search","test_search","TestSearchView","","","test_search_with_filters","测试带过滤条件的文章搜索功能"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","8","tests.apps.post.views.post","test_post_trash","TestPostTrash","","","test_permanent_delete_post","测试永久删除回收站中的文章"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","10","tests.apps.post.models","test_post_ordering","PostOrderingTest","","","test_post_ordering","测试文章按创建时间排序的功能"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","3","tests.apps.core","test_storage","","","","test_file_list_filter_by_type","测试按文件类型筛选"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","4","tests.apps.post.views.post","test_post_trash","TestPostTrash","","","test_list_trash_posts_empty","测试获取空的回收站列表"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","1","tests.apps.user.serializers","test_auth","TestAuthSerializer","","","测试登录响应序列化器 - 有效数据","测试登录响应序列化器 - 有效数据"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","3","tests.apps.user.views","test_user","TestUserViews","","","test_change_password_wrong_old_password","测试使用错误的旧密码修改密码"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","1","tests.apps.core","test_serializers","TestTimezoneAwareJSONSerializer","","","test_custom_timezone","测试使用自定义时区进行序列化"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","2","tests.apps.user.views","test_auth","TestAuthViews","","","test_login_rate_limit_exceeded","测试登录频率限制"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","2","tests.apps.post.models","test_category","CategoryModelTest","","","test_category_unique_name","测试分类名称的唯一性约束"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","5","tests.apps.core","test_storage","","","","test_file_content","测试获取文件内容"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.serializers","test_user","TestUserSerializer","","","test_user_profile_update_serializer_valid","测试用户资料更新序列化器-有效数据"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","5","tests.apps.post.models","test_comment","CommentModelTest","","","test_comment_str_representation","测试评论的字符串表示方法"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","2","tests.apps.user.views","test_user","TestUserViews","","","test_get_profile_unauthorized","测试未登录获取个人信息"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","6","tests.apps.post.views","test_category","TestCategoryViews","","","test_filter_categories_by_parent","测试按父分类筛选"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","18","tests.apps.post.views.post","test_post_trash","TestPostTrash","","","test_list_trash_posts_admin","测试管理员查看所有用户的回收站文章"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","27","tests.apps.post.views.comment","test_global_comment_api","TestGlobalCommentAPI","","","test_list_comments_ordering","测试评论列表排序功能"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","1","tests.apps.core","test_serializers","TestTimezoneSerializerMixin","","","test_invalid_timezone","测试处理无效时区的情况"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_response","TestAPIResponse","","","test_error_response","测试错误响应的格式和内容，包括自定义错误代码和消息"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","3","tests.apps.user.views","test_user","TestUserViews","","","test_get_profile_success","测试获取个人信息成功"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","12","tests.apps.backup","test_backup_services","TestBackupService","","","test_create_backup_with_error","测试创建备份时发生错误"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","2","tests.apps.user.serializers","test_auth","TestAuthSerializer","","","测试登录响应序列化器 - 无效的数据类型","测试登录响应序列化器 - 无效的数据类型"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","6","tests.apps.user.views","test_auth","TestAuthViews","","","test_login_with_remember_me","测试记住我功能"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","1","tests.apps.core","test_serializers","TestTimezoneSerializerMixin","","","test_with_timezone_header","测试带有时区请求头的序列化处理"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","4","tests.apps.overview","test_overview_services","TestSystemService","","","test_get_recent_activities","测试获取最近活动"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","4","tests.apps.post.views.post","test_post_crud","TestPostCRUD","","","test_update_other_user_post","测试用户无法更新其他用户的文章"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","4","tests.apps.core","test_storage","","","","test_upload_media_files","测试上传媒体文件（音频和视频）"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","24","tests.apps.post.views.post","test_post_api","PostAPITests","","","test_retrieve_post","测试获取单个文章详情的功能"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","4","tests.apps.plugin","test_views","TestPluginViews","","","test_uninstall_plugin","测试管理员卸载插件的功能"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","22","tests.apps.post.views.comment","test_global_comment_api","TestGlobalCommentAPI","","","test_direct_url_access","测试直接访问评论API的URL"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","10","tests.apps.post.models","test_comment_ordering","CommentOrderingTest","","","test_comment_ordering","测试评论按创建时间排序的基本功能"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_permissions","TestIsAdminUserOrReadOnly","","","test_unsafe_methods_denied_for_normal_user","测试普通用户不能访问不安全方法(POST、PUT、PATCH、DELETE)"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","2","tests.apps.core","test_response","TestAPIResponse","","","test_timestamp_format","测试响应中时间戳的格式是否符合ISO标准"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","16","tests.apps.post.views.post","test_post_list","TestPostListView","","","test_get_post_list_as_admin","测试管理员可以看到所有文章"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","14","tests.apps.user.views","test_auth","TestAuthViews","","","test_logout_success","测试登出成功"
